,Name,Overall_Rating,Food_Rating,Service_Rating,Ambience_Rating,Dined_Date,Reviews
560,OpenTable Diner,5,5,5,5,44955,"If you are looking for an all around elevated experience Carmine’s is the place. The cocktail and wine menu is exciting. Go for Beef Tartare, the spaghetti with homemade pasta and fennel sausage and the Ossobucco. Great nightly specials too! Every dessert (spumoni and red velvet cake) is amazing too! The welcoming staff makes you feel at home while the fancy vibe reminds you that you are somewhere special. Thank you Carmines for your consistency and supreme unmatched hospitality. 👏🏻👏🏻"
561,OpenTable Diner,5,5,5,5,44955,"The best restaurant in the city by far- potentially the state. Ossobucco is always divine and the chefs specials are always thoughtful and wonderful!

Service could not be better, unobtrusive but attentive.

WOW!"
562,oliver,5,5,5,5,44955,Where do I begin? Service: outstanding. Food: impeccable. Ambience: immaculate. Deserves Michelin recognition.
563,CarlW,5,5,5,5,44954,"Carmines was an excellent place to celebrate my wife’s birthday. Prompt service, delicious drinks, excellent service and the ambiance that made her birthday everything she wanted. We will be back for more celebrations in the future."
564,kaym,5,5,5,5,44953,First time at the Bellevue location for a friends birthday. Fabulous! Did not disappoint! Parking was tough…
565,luckylindy98072,5,5,5,5,44951,Everything was amazing except for our little table next to the stairs. I expected much more in that I made the reservation days in advance on Open Table and they stated that I’m a VIP…which apparently doesn’t mean much :)
566,ShellyL,5,5,5,5,44951,"Outstanding food, and service in the bar by Alberto and the team were amazing, as usual."
567,Christoph,5,4,5,5,44951,"Excellent service, and excellent menu.  Will return."
568,ac209,5,5,5,5,44950,The best Italian and maybe the best restaurant in Bellevue.  Unpretentious.  These people love what they do.
569,go4sid,3,3,2,3,44947,Food and wine were great. Good ambience although it was a bit too crowded for me.
570,MarieV,5,5,5,5,44947,We love the atmosphere and the service.  We’re never disappointed in the food!  It’s always outstanding!!
571,JohnM,5,5,5,5,44947,Excellent food and service was over the top. Little on the pricey side but you get what you pay for applies.  Great place to eat.
572,msbobh,5,4,5,4,44945,"Service and staff were excellent, as was the special lobster risotto. A salmon pasta dish was underwhelming due to the salmon.  Otherwise the preparation was fine, lots of garlic and olive oil."
573,LQKNEE,5,5,5,5,44945,Always wonderful!!
574,GreatDinner,5,5,5,5,44940,Alberto provides awesome service! Food is superb.
575,RenatoF,5,5,3,5,44940,Delicious food!
576,OpenTable Diner,5,5,5,5,44940,Perfect as always!!
577,Lauriek,5,5,5,4,44939,"Had our favorite amazing server Kat, got our preferred table in the Back 40 and the food was wonderful, as always.  Took our relatives visiting from the U.K. for their last night and it was a great evening."
578,MaggieD,5,5,5,5,44939,The food and service was amazing. Love this place!
579,JULIEL,5,5,5,5,44939,"Wonderful food, great ambiance, feels like you are in Italy."
580,OpenTable Diner,5,5,5,5,44939,"Everything about Carmine’s is always so elegant, professional, friendly.  The food was delicious (squid ink cappellini) and the service was attentive.  I love the white tablecloths, the servers in their white jackets.  The atmosphere is like being in a starred restaurant in Italy.  Very special.  Carmine’s and Il Terrazzo have been my go-to dining for special events for YEARS."
581,YolandaS,4,3,4,3,44937,The foods were unusually salty that day we sent back 1 dish but ate the rest didn’t want to cause problem
582,JillR,5,5,5,5,44936,Great service. Great selection of food. Wonderful experience for lunch on a Monday in Bellevue.
583,Gippy,5,5,4,5,44934,Food was amazing.  We sat for about 15 minutes prior to seeing a server.  Very apologetic about the oversight.
584,RobynL,5,5,5,5,44934,Our waiter was outstanding and so attentive!  Amazing food as always!
585,OpenTable Diner,4,4,3,5,44933,"Overall good, service is a bit slow."
586,Jared,5,5,5,5,44932,"Great experience on all levels, a wonderful place for dining with friends."
587,RobbieA,5,5,5,5,44932,"Daniel was a fabulous server. So kind and attentive. Our steak salads were divine!
Thank you."
588,SUSIE,5,5,5,5,44932,Excellent and fun
589,Woodinvilledad,5,5,5,4,44930,Great food and great service. Tends to be noisy. But food is so worth it
590,GregC,5,5,5,5,44930,We love dining in the bar. Alberto and team are always fantastic.
591,Daisy,5,5,5,5,44929,Very good service.  onetime reservation seating.  Food served hot and in a timely manner.
592,Rosie,5,5,5,5,44929,"The Rack of Lamb was beyond description. Outstanding is an understatement. Same for the Roasted Duck. Our server, Jocelyn D,  is the true definition of a professional - so gracious, cheerful, responsive and an ingredient that added so much to a perfect evening."
593,Belltowndiners,5,5,5,5,44927,Our first opportunity to dine at this location.  Now a new favorite!  The staff from hosts to servers and kitchen was as good as it gets.  Our server Paolo was exceptional.  He knew the menu inside out and had great recommendations.  And the menu selection has every possible Italian favorite including often hard-to-find Oso Bucco.  We can’t wait to return.
594,Four,5,5,5,5,44926,Always delicious food and excellent service!  Our favourite Italian restaurant
595,CareFriends,5,5,5,5,44926,"Always a lovely experience at Carmines. Good food, good services, lovely environment. Valet parking also a plus."
596,LynneL,5,5,5,5,44925,"Took out-of-town family in for Christmas for a lovely dinner after a show at the Paramount.  Our time at Carmine’s was the perfect finish to our day. From cocktails, wine, appetizers, main dish and dessert…all were plated and displayed beautifully and delicious.  I’ve been here three times and the service is top notch. I highly recommend.  The valet parking is reasonable and very convenient."
597,SLG2015,5,5,5,5,44925,Carmines accommodated every request with good cheer. We enjoyed an excellent night with excellent service.
598,MACEats,4,5,5,4,44925,"Solid choice for Italian on the Eastside.  Perhaps the best.  White tablecloths gives this formal vibe but it wasn't pretentious.  I had the risotto which was cooked and seasoned perfectly.  I went for lunch with friends, and it was a bit loud for my taste but not ridiculous.  Service was excellent despite being a bit rushed as they were closing the kitchen for dinner service.  Overall, I would recommend."
599,ThomasKellerwannaBe,5,5,5,3,44925,"Carmine's is always a good choice.  Food, service, wine are all excellent.  Its a bit noisy and crowded with the Bellevue girls (real estate agents) that lunch or a birthday party of 15 ""Karens"" giggling at the top of their lungs. But they are entertaining."
600,OpenTable Diner,4,4,4,4,44923,For my friend’s birthday
601,RichardA,1,1,4,5,44918,"This is my favorite restaurant in the entire Seattle area. However today my food was late … someone forgot to cook it and then I got apps, salad and soup all at the same time. My Mac and Crab n Cheese was not close to the usual standards of this restaurant. I will come back as it is my favorite but I was very very disappointed this time."
602,TSTUD,4,5,4,4,44915,Pasta was excellent. Cauliflower soup was delicious. A little noisy and chilly but would absolutely return and recoo.
603,OpenTable Diner,4,5,4,5,44912,"Everything was wonderful except we waited a long time for appetizers, then starters came, and mention that entrees were next.  Asked about the appetizers which were apparently forgotten.  Apologies offered and we moved on, but it did detract from a perfect dining experience."
604,gmhd,5,5,5,5,44912,Lovely food in a very Italian setting.  Very popular at Christmas lunch time.  And the dessert menu is wonderful.
605,NancyT,5,5,5,5,44912,Service and food are outstanding!  The ricotta and gnocchi are absolutely ethereal; truly the best I have ever had!
606,CPete,5,5,5,5,44912,Great Christmas lunch with close friends
607,Lucy,5,5,5,4,44909,Great food and wonderful service. It's a little loud and it would be nice to have an area that is a little more intimate and quiet.
608,Mizu,3,2,2,3,44908,"The atmosphere was fantastic - however, the food was overly salty, not good. I was overcharged with double corkage fee of $70. $35 per person. I only brought 1 bottle. I never experienced a restaurant charges a corkage fee per person instead of per bottle. Not acceptable when I was excited to try this restaurant based on great reviews and also my good friend recommended me. A bit disappointed, however, after I addressed to my server, she took off the one of the double charged corkage fee. I wouldn’t go back there again. Sorry."
609,OpenTable Diner,5,5,5,5,44906,perfect spot to celebrate our anniversary ❤️
