Name,Overall_Rating,Food_Rating,Service_Rating,Ambience_Rating,Dined_Date,Reviews
SandyG,5,5,5,5,2023-06-14,"What a wonderful spot for dinner, whether sitting inside or outside!
Our waiter was very friendly and gave us good recommendations for dinner and picked out a great bottle of wine."
BradG,5,5,5,5,2023-06-13,Went to Carmines to celebrate our 41st Wedding Anniversary and we loved it!
Dawg,4,4,4,4,2023-06-10,A family go to for us.  Never disappointed.  Thankful for Carmines.
ChristyH,5,5,5,5,2023-06-09,Wonderful experience for us. Will definitely come back!
MarthaK,5,5,5,5,2023-06-09,"My friend and I always come to Carmine's for lunch.  We were both celebrating our birthdays.  We received a wonderful birthday dessert, after a fantastic lunch!  PLEASE keep the steak risotto on the menu - it just melts in your mouth!  Our server was wonderful too.  Thank you for a wonderful day at Carmine's."
DG123,5,5,5,5,2023-06-04,"Carmine's reliably provides a combination of outstanding food, service and ambiance. We had a terrific meal."
MichaelS,5,5,5,5,2023-06-04,"We ate at Carmine’s last Saturday and had a great experience. 
The ambiance felt upscale, inviting and comfortable. Our waiter, Paulo M, did a wonderful job of ensuring a  positive experience. He is very professional with high-level guest service skills. We started by sharing a traditional antipasto with their delicious Italian bread. My main course was Cioppino which was loaded with a variety of seafood, a fresh tasting tomato based broth and crostini. My partner had the Scalloppine de Vitello and was very happy with his selection. We plan to save room for dessert next time and would love to see more non-American wines offered by the glass."
DaleS,5,5,5,5,2023-06-03,"A birthday celebration , Carmine’s never disappoints!  

Especially delicious this time was the copper River salmon and lobster risotto. 

Service is attentive while still being respectful. 

A gem of a place for special celebrations."
Friends,5,5,5,5,2023-06-01,"Best authentic Italian Restaurant, great atmosphere, superb service. Always an amazing experience overall!
AH"
KennethT,4,4,5,4,2023-06-01,"Our overall experience at Carmine's in Bellevue was very good.  It's one of the best restaurants in Bellevue and that's why we continue to return.  When we're in the mood for a good meal, outstanding service and a terrific venue we book a reservation at Carmine's."
JimD,5,5,5,5,2023-05-27,"Our waiter was fabulous the food was excellent, thoroughly enjoyed our meal &  would highly recommend. The wine list is quite extensive too!"
Kirklandresident,4,4,3,3,2023-05-25,"A lovely restaurant with lovely food.
Wasn't made to feel overly welcome on arrival however our waiter was fantastic and made up for the negative arrival experience.
Good food and wine list.
Would probably not go back as price did not match service or ambiance."
DoriR,5,5,5,5,2023-05-24,Incredible meal with amazing service!  A night to remember!
KimberlyS,5,5,5,5,2023-05-23,"We had an incredible dining experience at Carmine's. The service, the food, the aesthetics were all superb. We would definitely go back the next time we are in town."
BrianL,5,5,5,4,2023-05-20,"Outstanding food quality. Exquisite taste from appetizers to main entrees. Much attention to detail on presentation. Our favorite restaurant on the Eastside. It will be your go to restaurant too after you dine there. Also, unique cocktails. Five stars *****!"
LisaP,5,5,5,5,2023-05-19,"Carmine's exceeded our expectations, again! Our office is always excited when they find out we're going there. All food was excellent, service knowledgeable and expert but unobtrusive, and the beautiful decor is clear evidence that they are at the top of their game. Already can't wait for our next visit!"
OpenTable Diner,5,5,5,5,2023-05-19,I’ve been to Carmine’s many times over the last two years and it never disappoints from food to service. It’s a must in Seattle.
OpenTable Diner,5,5,5,5,2023-05-19,Great service.   Amazing food.  Yet another wonderful visit.
Heather,5,5,5,5,2023-05-18,"We sat on the patio last night and enjoyed early summer weather - the food and drinks were excellent, and the wait staff were so pleasant!  Excellent experience!"
GoodDiningPdx,5,5,5,4,2023-05-17,Great cocktails and chicken dish. Great server and greeters.
Andrew,5,5,5,5,2023-05-15,Long time customer of Carmine’s. Great service and food as usual. Always a great place to eat.
Stoyanov,5,5,5,5,2023-05-12,"Great place to have business lunch. The restaurant has consistent food quality, wonderful staff and services as well as good ambience. I have been a regular customer shortly after its opening. Love this place."
OpenTable Diner,4,5,5,1,2023-05-11,Everything was wonderful but man some sound dampening could sure help. It was aggressively loud
OpenTable Diner,5,5,5,5,2023-05-10,Parking is some what complicated but food is amazing and great service :)
VickiB,5,5,5,5,2023-05-06,Everyting was great - The food was excelent - Thank you
Maggie,5,5,5,5,2023-05-05,The mushroom steak risotto was fabulous..such a gem locally
WilliamS,4,5,5,5,2023-05-04,Great food and service.  Our indoor table location was too noisy for good conversation.  Wish we had been able to be outside. Will be back on a sunny day.
Matt,5,4,5,5,2023-05-02,"Food & drinks were good. The waiter was awesome, would definitely go back just for the kind of service they provide."
SeattleTraveler,5,5,5,5,2023-04-30,Fun. Inviting. Expensive. Hang out for Bellevue's money's crowd and hangers on.
OpenTable Diner,5,5,5,5,2023-04-29,"Always fine in food, service and ambiance. Now in the good weather the patio is open."
CPete,5,5,5,5,2023-04-28,"Great dining and service!

Their parking is confusing and complicated."
Beth,5,4,5,4,2023-04-28,"I had a lovely lunch on a beautiful day with a friend.  Great food, attentive service, lovely setting- all was great."
CoralB,5,5,5,5,2023-04-27,"My Italian coworker recommended this place. I went with my husband for his birthday, and he said it was possibly the best risotto (his favorite) he's ever had. They also wrote him a Happy Birthday card and brought out a complimentary cake with candle! I also went while pregnant, and their non-alcoholic cocktails were great."
LAPB,3,3,5,5,2023-04-27,"Halibut was the fish special and lacked flavor. One in our party is strict vegan and she was served plain tasting pasta with tomatoes and pine nuts.  Lacked any flavor.  Strawberry cheesecake was a bust, no real cheesecake flavor.  Old fashioned and Faust Cab were excellent.  Service was good."
OpenTable Diner,4,3,5,3,2023-04-26,"It was good! Overall good. Nothing fantastic, and nothing awful."
Stella,5,5,5,5,2023-04-25,"Carmine's is a special restaurant in ""Old Bellevue"".  Pricey, but worth it!  Wonderful food and great service."
Yths,3,2,3,3,2023-04-23,Food is okay. Avoid the steaks like the plague and get the pizza.
OpenTable Diner,5,5,5,5,2023-04-23,We have been here once before several months ago and “Kat” our server remembered my wife and I more importantly that we relocated from Chicago. Very impressive on professional server staff.
Seattlebip,3,3,2,4,2023-04-23,"Food was mixed bag for us.  The pasta dishes we ordered were tasty. The osso bucco was decent but not stellar and the duck was dry and tasteless. 

Service was strange. The support staff were great and our waters were regularly filled.  But our waiter acted oddly. He was affable but he never told us the specials, asked us if we wanted drinks or dessert or starters. It was my husband’s birthday so they brought us a tiramisu but never asked us if we wanted dessert. Our waiter spent more time with the table next to us and he seemed to give them full service vs giving us limited service. Maybe he was trying to get rid of us early? 

Overall a mediocre experience. This is my third time at the restaurant and second so-so food experience and my first bad service experience. A mediocre rating is a fail for an upscale dining experience."
OpenTable Diner,5,5,5,5,2023-04-21,We love Carmines and save it for special events such as birthdays and anniversary’s. Carmines never disappoints.
LuvItalian,5,5,5,3,2023-04-21,Awesome dinner and service. Enjoyed our evening completely!
Ramiyer,5,5,5,5,2023-04-18,Awesome food and experience a bit noisy .. given glass windows
MikeR,5,5,5,4,2023-04-15,"Terrific food, service and location. Parking can be a challenge as is hearing your companion over the rather loud background. Prices are reasonable given the location, so I rate the value good. My only issue is I think $35 for corkage is too much. $25 is more appropriate in my view."
